Row ID,Order ID,Order Date,Order (M/Y),Quantity, Quote ,Discount %, Rate , Sale Amount ,Customer Name,Company Name,Sector,Industry,City,Zip Code,Country,Region,Project Complete Date,Days to Complete,Product Key,Product Category,Product Sub Category,Consultant,Manager,Hourly Wage,RowCount,Wage Margin
98,613,6/1/14,6/1/14,22," $6,865 ",9%, $312 ," $6,247.23 ",Carl Block,CA Inc.,Technology,Computer Software: Prepackaged Software,Waukegan,60087,UnitedKingdom,West,6/18/14,17,Development - Big Data,Development,Development,Alexander Edison,Bob Turner,70,1,78%
99,614,11/1/15,11/1/15,41," $9,223 ",0%, $225 ," $9,222.77 ",Dave Hart,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Camp Springs,20746,Slovakia,Central,12/2/15,31,Training - SQL,Training,Java,Mia Moore,Josh Martinez,51,1,77%
100,614,11/1/15,11/1/15,24," $5,677 ",7%, $237 ," $5,279.70 ",Dave Hart,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Camp Springs,20746,Finland,North,12/1/15,30,Training - Javascript,Training,Front End Web,Alexander Edison,#N/A,70,1,70%
101,640,1/1/13,1/1/13,39," $8,384 ",2%, $215 ," $8,215.87 ",Tamara Turnell,Seagate Technology.,Technology,Electronic Components,Pasadena,77506,France,West,1/23/13,22,Training - Tableau,Training,Python,Abigail Young,Bob Turner,50,1,77%
102,640,1/1/13,1/1/13,24," $2,999 ",1%, $125 ," $2,969.27 ",Tamara Turnell,Seagate Technology.,Technology,Electronic Components,Pasadena,77506,Slovenia,Central,1/23/13,22,Development - Python,Development,Business Logic,Abigail Young,Josh Martinez,50,1,60%
103,643,3/1/14,3/1/14,21," $6,553 ",7%, $312 ," $6,094.33 ",Monica Brumfield,Biogen Idec Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Gurnee,60031,Spain,West,3/25/14,24,Development - Big Data,Development,Java,Jacob Manziel,Bob Turner,57,1,82%
104,644,4/1/15,4/1/15,5, $628 ,1%, $126 , $621.99 ,Bill Rawles,"Staples, Inc.",Consumer Services,Other Specialty Stores,Auburn,13021,Latvia,North,5/1/15,30,Training - Development,Training,SQL,Ava Wilson,#N/A,67,1,47%
105,645,12/1/12,12/1/12,42," $8,159 ",5%, $194 ," $7,750.90 ",Harold Rosenblatt,Apple Inc.,Technology,Computer Manufacturing,Lafayette,47905,Lithuania,North,12/4/12,3,Development - Java,Development,Strategy,Ava Wilson,#N/A,67,1,66%
106,646,11/1/12,11/1/12,18," $2,880 ",1%, $160 ," $2,851.31 ",Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Lake Jackson,77566,Croatia,Central,11/22/12,21,Development - Front End Web,Development,.Net,Sophia Dixon,Josh Martinez,71,1,56%
107,678,2/1/13,2/1/13,44," $5,499 ",7%, $125 ," $5,113.75 ",Dorothy Miner,"Charter Communications, Inc.",Consumer Services,Television Services,Rockford,61107,Italy,Central,2/26/13,25,Development - Python,Development,Python,Abigail Young,Josh Martinez,50,1,60%
108,706,9/1/14,9/1/14,42," $6,053 ",5%, $144 ," $5,750.64 ",Sarah Cortes,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,Maplewood,55119,Bulgaria,Central,9/10/14,9,Development - Business Logic,Development,Scala,Sophia Dixon,Josh Martinez,71,1,51%
109,710,1/1/13,1/1/13,42," $8,159 ",1%, $194 ," $8,077.26 ",Susan Tillman,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Ocoee,34761,UnitedKingdom,West,1/5/13,4,Development - Java,Development,Strategy,Sophia Dixon,Bob Turner,71,1,63%
110,710,1/1/13,1/1/13,11," $2,474 ",9%, $225 ," $2,251.71 ",Susan Tillman,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Ocoee,34761,France,West,1/3/13,2,Training - SQL,Training,Python,Isabella Douglas,Bob Turner,75,1,67%
111,710,1/1/13,1/1/13,29," $6,918 ",2%, $239 ," $6,779.78 ",Susan Tillman,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Ocoee,34761,Italy,Central,1/5/13,4,Consulting - Strategy,Consulting,.Net,Isabella Douglas,Josh Martinez,75,1,69%
112,738,3/1/13,3/1/13,7," $1,425 ",4%, $204 ," $1,367.63 ",Caroline Hernandez,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,White Plains,10605,France,West,3/3/13,2,Development - .Net,Development,PHP,Michael Alister,Bob Turner,68,1,67%
113,738,3/1/13,3/1/13,31," $3,874 ",8%, $125 ," $3,564.13 ",Caroline Hernandez,"Cisco Systems, Inc.",Technology,Computer Communications Equipment,White Plains,10605,Austria,Central,3/2/13,1,Development - Python,Development,Market Research,Liam Franklin,Josh Martinez,52,1,58%
114,740,7/1/14,7/1/14,6," $1,915 ",9%, $319 ," $1,743.09 ",Thomas Weimer,"Wynn Resorts, Limited",Consumer Services,Hotels/Resorts,Sheboygan,53081,Ireland,West,7/15/14,14,Development - Scala,Development,.Net,Isabella Douglas,Bob Turner,75,1,77%
115,769,6/1/13,6/1/13,37," $8,827 ",2%, $239 ," $8,650.06 ",Roy Flanagan,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",Munster,46321,Lithuania,North,6/2/13,1,Consulting - Strategy,Consulting,Database,Mia Moore,#N/A,51,1,79%
116,771,6/1/14,6/1/14,18," $2,249 ",8%, $125 ," $2,069.49 ",Darrin Castell,Texas Instruments Incorporated,Technology,Semiconductors,Henderson,42420,CzechRepublic,Central,6/17/14,16,Development - Python,Development,Business Logic,Mason Gibson,Josh Martinez,71,1,43%
117,772,4/1/13,4/1/13,35," $7,123 ",8%, $204 ," $6,553.24 ",Pamela Boeckenhauer,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,Oceanside,11572,Portugal,West,4/18/13,17,Development - .Net,Development,Business Logic,Daniel Tusk,Bob Turner,45,1,78%
118,772,4/1/13,4/1/13,25," $3,349 ",10%, $134 ," $3,014.26 ",Pamela Boeckenhauer,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,Oceanside,11572,Malta,South,4/18/13,17,Development - PHP,Development,Java,Madison Hill,Frank Mitchell,58,1,57%
119,773,9/1/13,9/1/13,38," $11,105 ",6%, $292 ," $10,438.70 ",Helen Zewe,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Merrillville,46410,Austria,Central,9/26/13,25,Consulting - Market Research,Consulting,Strategy,Ethan Bird,Josh Martinez,60,1,79%
120,774,12/1/14,12/1/14,17," $3,460 ",3%, $204 ," $3,355.99 ",Sibella Zandusky,Liberty Media Corporation,Consumer Services,Broadcasting,Albany,97321,Hungary,Central,12/5/14,4,Development - .Net,Development,SQL,Alexander Edison,Josh Martinez,70,1,66%
121,775,3/1/14,3/1/14,35," $8,636 ",10%, $247 ," $7,772.51 ",Peter Burns,NXP Semiconductors N.V.,Technology,Semiconductors,Watertown,02471,Germany,West,3/18/14,17,Development - Database,Development,Python,Madison Hill,Bob Turner,58,1,76%
122,775,3/1/14,3/1/14,8," $1,153 ",10%, $144 ," $1,037.71 ",Peter Burns,NXP Semiconductors N.V.,Technology,Semiconductors,Wellesley,02457,France,West,3/19/14,18,Development - Business Logic,Development,Database,Liam Franklin,Bob Turner,52,1,64%
123,801,2/1/15,2/1/15,20," $2,883 ",3%, $144 ," $2,796.05 ",Thais Roper,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Poinciana,34759,Denmark,West,2/20/15,19,Development - Business Logic,Development,Java,Isabella Douglas,Bob Turner,75,1,48%
124,802,1/1/14,1/1/14,33," $6,411 ",8%, $194 ," $5,897.68 ",Kean French,"Automatic Data Processing, Inc.",Technology,EDP Services,Lima,45801,Spain,West,1/6/14,5,Development - Java,Development,Python,Abigail Young,Bob Turner,50,1,74%
125,802,1/1/14,1/1/14,2, $477 ,9%, $239 , $434.17 ,Kean French,"Automatic Data Processing, Inc.",Technology,EDP Services,Lima,45801,Finland,North,1/4/14,3,Consulting - Strategy,Consulting,.Net,Abigail Young,#N/A,50,1,79%
126,805,7/1/14,7/1/14,39," $8,773 ",2%, $225 ," $8,597.42 ",Toby Seio,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Gallatin,37066,Ireland,West,7/6/14,5,Training - SQL,Training,.Net,Elizabeth Carter,Bob Turner,52,1,77%
127,807,11/1/13,11/1/13,45," $5,624 ",1%, $125 ," $5,567.38 ",Neola Wilson,DISH Network Corporation,Consumer Services,Television Services,Joliet,60432,Sweden,North,11/24/13,23,Development - Python,Development,Java,Elizabeth Carter,#N/A,52,1,58%
128,807,11/1/13,11/1/13,32," $7,896 ",4%, $247 ," $7,580.05 ",Neola Wilson,DISH Network Corporation,Consumer Services,Television Services,Joliet,60432,Lithuania,North,11/24/13,23,Development - Database,Development,Javascript,Olivia Sullivan,#N/A,53,1,79%
129,832,4/1/15,4/1/15,7, $875 ,2%, $125 , $857.29 ,Alice Page,"Charter Communications, Inc.",Consumer Services,Television Services,Kearns,84118,Italy,Central,4/22/15,21,Development - Python,Development,.Net,Ethan Bird,Josh Martinez,60,1,52%
130,833,2/1/12,2/1/12,1, $194 ,3%, $194 , $188.43 ,Olvera Holt,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Kenosha,53142,Luxembourg,West,2/13/12,12,Development - Java,Development,SQL,Madison Hill,Bob Turner,58,1,70%
131,834,5/1/12,5/1/12,15," $3,578 ",1%, $239 ," $3,542.56 ",Eugene Liston,Liberty Media Corporation,Consumer Services,Broadcasting,Aurora,80013,Netherlands,West,5/23/12,22,Consulting - Strategy,Consulting,Front End Web,Isabella Douglas,Bob Turner,75,1,69%
132,835,10/1/14,10/1/14,18," $2,249 ",2%, $125 ," $2,204.46 ",Duane Kennedy,"Discovery Communications, Inc.",Consumer Services,Television Services,Lancaster,75146,France,West,10/8/14,7,Development - Python,Development,Python,Emma Watson,Bob Turner,67,1,46%
133,837,6/1/12,6/1/12,11," $1,585 ",1%, $144 ," $1,569.54 ",Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Dickinson,58601,Croatia,Central,6/16/12,15,Development - Business Logic,Development,Java,Elizabeth Carter,Josh Martinez,52,1,64%
134,868,6/1/15,6/1/15,32," $6,513 ",0%, $204 ," $6,512.54 ",Carlos Kampe,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Park Ridge,60068,Luxembourg,West,6/9/15,8,Development - .Net,Development,SQL,Daniel Tusk,Bob Turner,45,1,78%
135,868,6/1/15,6/1/15,31," $6,314 ",4%, $204 ," $6,061.29 ",Carlos Kampe,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software,Park Ridge,60068,France,West,6/10/15,9,Consulting - Business Model,Consulting,Java,Noah Smith,Bob Turner,59,1,71%
136,870,6/1/13,6/1/13,23," $4,681 ",4%, $204 ," $4,493.65 ",Valerie Bell,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software,Orlando,32839,Malta,South,6/19/13,18,Development - .Net,Development,.Net,Liam Franklin,Frank Mitchell,52,1,74%
137,871,11/1/14,11/1/14,17," $3,824 ",6%, $225 ," $3,594.63 ",David Glassco,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Saratoga,95070,Hungary,Central,11/14/14,13,Training - SQL,Training,Java,Sophia Dixon,Josh Martinez,71,1,68%
138,896,3/1/13,3/1/13,50," $9,713 ",1%, $194 ," $9,615.78 ",Edward Bzostek,"Equinix, Inc.",Public Utilities,Telecommunications Equipment,The Colony,75056,CzechRepublic,Central,3/8/13,7,Development - Java,Development,Business Logic,Jacob Manziel,Josh Martinez,57,1,71%
139,898,6/1/13,6/1/13,40," $8,147 ",3%, $204 ," $7,902.49 ",Sanjit Grace,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Hagerstown,21740,Sweden,North,6/4/13,3,Consulting - Business Model,Consulting,Javascript,Daniel Tusk,#N/A,45,1,78%
140,898,6/1/13,6/1/13,26," $6,150 ",4%, $237 ," $5,904.19 ",Sanjit Grace,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Hagerstown,21740,Hungary,Central,6/2/13,1,Training - Javascript,Training,Strategy,Liam Franklin,Josh Martinez,52,1,78%
141,900,9/1/12,9/1/12,29," $5,633 ",7%, $194 ," $5,239.14 ",Karen Jacobs,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment,Townsend,01469,Malta,South,10/1/12,30,Development - Java,Development,Business Logic,Sophia Dixon,Frank Mitchell,71,1,63%
142,902,7/1/12,7/1/12,10," $2,035 ",9%, $204 ," $1,852.00 ",Meg Norvell,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing",Joplin,64804,Netherlands,West,7/29/12,28,Development - .Net,Development,Javascript,Ethan Bird,Bob Turner,60,1,71%
143,928,3/1/14,3/1/14,21," $4,274 ",6%, $204 ," $4,017.42 ",Anthony Hudgings,Intel Corporation,Technology,Semiconductors,Overland Park,66212,Malta,South,3/6/14,5,Development - .Net,Development,Database,Emma Watson,Frank Mitchell,67,1,67%
144,928,3/1/14,3/1/14,26," $5,849 ",2%, $225 ," $5,731.61 ",Anthony Hudgings,Intel Corporation,Technology,Semiconductors,Overland Park,66212,UnitedKingdom,West,3/3/14,2,Training - SQL,Training,SQL,Alexander Edison,Bob Turner,70,1,69%
145,929,10/1/15,10/1/15,21," $4,277 ",4%, $204 ," $4,106.04 ",Luke Lonsdale,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Chico,95928,Luxembourg,West,10/4/15,3,Consulting - Business Model,Consulting,PHP,Ethan Bird,Bob Turner,60,1,71%
146,929,10/1/15,10/1/15,39," $6,240 ",4%, $160 ," $5,990.62 ",Luke Lonsdale,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Chico,95928,Luxembourg,West,10/3/15,2,Development - Front End Web,Development,Big Data,Abigail Young,Bob Turner,50,1,69%
147,930,12/1/12,12/1/12,22," $4,949 ",3%, $225 ," $4,800.34 ",Phillina Brown,The Priceline Group Inc.,Miscellaneous,Business Services,Winchester,22601,Romania,Central,12/17/12,16,Training - SQL,Training,Tableau,Noah Smith,Josh Martinez,59,1,74%
148,930,12/1/12,12/1/12,11," $1,375 ",0%, $125 ," $1,374.66 ",Phillina Brown,The Priceline Group Inc.,Miscellaneous,Business Services,Winchester,22601,Spain,West,12/16/12,15,Development - Python,Development,Business Model,Liam Franklin,Bob Turner,52,1,58%
149,933,8/1/15,8/1/15,15," $2,914 ",2%, $194 ," $2,855.60 ",Claudia Barton,Liberty Media Corporation,Consumer Services,Broadcasting,Quincy,62301,Germany,West,8/4/15,3,Development - Java,Development,Market Research,Emma Watson,Bob Turner,67,1,66%
150,960,9/1/12,9/1/12,46," $10,347 ",7%, $225 ," $9,623.17 ",Jim Paige,"Kraft Foods Group, Inc.",Consumer Non-Durables,Packaged Foods,Fairborn,45324,Latvia,North,9/21/12,20,Training - SQL,Training,Java,Elizabeth Carter,#N/A,52,1,77%
151,962,5/1/12,5/1/12,33," $6,411 ",6%, $194 ," $6,025.89 ",Mike Lanier,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Garden City,48135,Portugal,West,5/7/12,6,Development - Java,Development,Business Model,Ethan Bird,Bob Turner,60,1,69%
152,962,5/1/12,5/1/12,47," $9,565 ",8%, $204 ," $8,800.07 ",Mike Lanier,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Grand Rapids,49505,Lithuania,North,5/7/12,6,Development - .Net,Development,Market Research,Mia Moore,#N/A,51,1,75%
153,964,5/1/14,5/1/14,50," $9,713 ",2%, $194 ," $9,518.65 ",Stefania Ober,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,Concord,03301,Austria,Central,5/21/14,20,Development - Java,Development,Java,Noah Smith,Josh Martinez,59,1,70%
154,964,5/1/14,5/1/14,4, $577 ,2%, $144 , $564.98 ,Stefania Ober,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods,New Bedford,02740,Croatia,Central,5/21/14,20,Development - Business Logic,Development,Java,Alexander Edison,Josh Martinez,70,1,51%
155,965,5/1/14,5/1/14,42," $9,935 ",7%, $237 ," $9,239.48 ",Jas Jarboe,DISH Network Corporation,Consumer Services,Television Services,Xenia,45385,Italy,Central,5/21/14,20,Training - Javascript,Training,Java,Daniel Tusk,Josh Martinez,45,1,81%
156,967,6/1/15,6/1/15,6," $1,431 ",3%, $239 ," $1,388.40 ",Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,Spain,West,6/22/15,21,Consulting - Strategy,Consulting,Business Model,Isabella Douglas,Bob Turner,75,1,69%
157,967,6/1/15,6/1/15,42," $6,053 ",1%, $144 ," $5,992.78 ",Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,Bulgaria,Central,6/21/15,20,Development - Business Logic,Development,Python,Isabella Douglas,Josh Martinez,75,1,48%
158,967,6/1/15,6/1/15,48," $11,354 ",1%, $237 ," $11,240.66 ",Maureen Sundaresam,Starbucks Corporation,Consumer Services,Restaurants,Chula Vista,91911,Cyprus,South,6/23/15,22,Training - Javascript,Training,SQL,Ava Wilson,Frank Mitchell,67,1,72%
159,994,4/1/12,4/1/12,38," $9,376 ",6%, $247 ," $8,813.78 ",Kelly Thomas,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Garland,75043,Malta,South,4/23/12,22,Development - Database,Development,Tableau,Daniel Tusk,Frank Mitchell,45,1,82%
160,995,5/1/14,5/1/14,46," $10,347 ",3%, $225 ," $10,037.07 ",Neola Wilson,DISH Network Corporation,Consumer Services,Television Services,Joliet,60432,Croatia,Central,5/31/14,30,Training - SQL,Training,Javascript,Madison Hill,Josh Martinez,58,1,74%
161,998,11/1/12,11/1/12,16," $2,143 ",7%, $134 ," $1,993.43 ",Allen Creighton,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Alton,62002,Germany,West,11/26/12,25,Development - PHP,Development,Scala,Ethan Bird,Bob Turner,60,1,55%
162,999,9/1/13,9/1/13,6," $1,872 ",8%, $312 ," $1,722.51 ",Max Waldorf,"Staples, Inc.",Consumer Services,Other Specialty Stores,Radnor,19087,Austria,Central,9/11/13,10,Development - Big Data,Development,.Net,Elizabeth Carter,Josh Martinez,52,1,83%
163,1027,6/1/15,6/1/15,19," $4,084 ",4%, $215 ," $3,920.92 ",Hallie Fritzler,Yahoo! Inc.,Technology,EDP Services,Coos Bay,97420,Cyprus,South,6/4/15,3,Training - Tableau,Training,Python,Jayden Hamilton,Frank Mitchell,71,1,67%
164,1028,1/1/12,1/1/12,6," $1,222 ",3%, $204 ," $1,185.37 ",Matt Miller,PACCAR Inc.,Capital Goods,Auto Manufacturing,Fort Dodge,50501,UnitedKingdom,West,1/6/12,5,Consulting - Business Model,Consulting,Business Model,Sophia Dixon,Bob Turner,71,1,65%
165,1028,1/1/12,1/1/12,11," $3,215 ",1%, $292 ," $3,182.46 ",Matt Miller,PACCAR Inc.,Capital Goods,Auto Manufacturing,Fort Dodge,50501,Germany,West,1/7/12,6,Consulting - Market Research,Consulting,PHP,Daniel Tusk,Bob Turner,45,1,85%
166,1031,8/1/12,8/1/12,34," $6,605 ",0%, $194 ," $6,604.78 ",Sanjit Grace,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Hagerstown,21740,Spain,West,9/2/12,32,Development - Java,Development,Javascript,Elizabeth Carter,Bob Turner,52,1,73%
167,1057,2/1/15,2/1/15,41," $8,351 ",9%, $204 ," $7,599.02 ",Anthony Patel,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Deer Park,77536,Netherlands,West,2/21/15,20,Consulting - Business Model,Consulting,Business Model,Liam Franklin,Bob Turner,52,1,74%
168,1058,4/1/13,4/1/13,3, $877 ,7%, $292 , $815.34 ,Jim Nazzal,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Blacksburg,24060,Spain,West,4/26/13,25,Consulting - Market Research,Consulting,.Net,Madison Hill,Bob Turner,58,1,80%
169,1059,2/1/12,2/1/12,22," $4,274 ",2%, $194 ," $4,188.21 ",Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Dickinson,58601,UnitedKingdom,West,2/28/12,27,Development - Java,Development,Java,William Bufont,Bob Turner,62,1,68%
170,1059,2/1/12,2/1/12,24," $4,662 ",3%, $194 ," $4,522.33 ",Sean Andreada,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Dickinson,58601,Cyprus,South,2/27/12,26,Development - Java,Development,Java,Jacob Manziel,Frank Mitchell,57,1,71%
171,1060,2/1/13,2/1/13,30," $5,828 ",0%, $194 ," $5,827.75 ",Harold McCarthy,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,Pendleton,97801,Belgium,West,2/22/13,21,Development - Java,Development,Java,Alexander Edison,Bob Turner,70,1,64%
172,1088,5/1/15,5/1/15,13," $2,648 ",10%, $204 ," $2,382.97 ",Muhammed Kamberova,Celgene Corporation,Health Care,Major Pharmaceuticals,Oakton,22124,Croatia,Central,5/27/15,26,Consulting - Business Model,Consulting,Python,Elizabeth Carter,Josh Martinez,52,1,74%
173,1095,8/1/14,8/1/14,28," $3,499 ",7%, $125 ," $3,254.20 ",Ed Yedwab,DISH Network Corporation,Consumer Services,Television Services,Surprise,85374,Romania,Central,8/23/14,22,Development - Python,Development,Big Data,Mia Moore,Josh Martinez,51,1,59%
174,1127,9/1/14,9/1/14,48," $10,797 ",1%, $225 ," $10,689.41 ",Stuart Engle,The Priceline Group Inc.,Miscellaneous,Business Services,Grove City,43123,Latvia,North,9/19/14,18,Training - SQL,Training,Business Model,Isabella Douglas,#N/A,75,1,67%
175,1154,2/1/15,2/1/15,44," $9,458 ",4%, $215 ," $9,080.02 ",Sylvia Gastineau,"Stericycle, Inc.",Basic Industries,Environmental Services,Mount Prospect,60056,Italy,Central,2/16/15,15,Training - Tableau,Training,Business Model,Jacob Manziel,Josh Martinez,57,1,73%
